ID,ticker_id,date,Time,Form,Message,chPDF,enPDF,More information,Video address,Attention
25,97,2022-06-21,15:20,台灣線上法人說明會,"本公司受邀參加群益金鼎證券舉辦之線上投資論壇，
並就本公司營運狀況做一說明。",150420220525M001.pdf,150420220525E001.pdf,http://www.teco.com.tw, ,無。
26,729,2022-06-21,15:00,線上法說會,本公司受邀參加瑞銀證券所舉辦之『UBS Taiwan Virtual Conference 2022 』，會中介紹公司之營運與財務狀況,640920220505M001.pdf,640920220505E001.pdf,無, ,無
27,527,2022-06-21,14:00,電話會議,會議由UBS主辦,241220220617M001.pdf,241220220617E001.pdf,http://www.cht.com.tw/chtir, ,無
28,342,2022-06-21,14:00,線上法說會,本公司收邀參加瑞銀證券舉辦之「UBS Taiwan Virtual Conference 2022」,303520220426M001.pdf,303520220426E001.pdf,https://www.faraday-tech.com/tw/content/IR/InvestorConference, ,無
29,549,2022-06-21,14:00,線上,說明本公司111年度第1季營運與財務概況,490420220504M001.pdf,490420220504E001.pdf,http://www.fareastone.com.tw, ,無
30,647,2022-06-21,14:00,線上法說會,本公司將於2022/06/21參加群益2Q22線上投資論壇，就本公司已公布之經營績效等相關資訊做說明。,621320220617M001.pdf,621320220617E001.pdf,http://www.iteq.com.tw, ,無
31,856,2022-06-21,13:00,採線上投資人會議形式進行。,本公司受邀參加瑞銀證券舉辦之線上投資人會議，說明111年第一季財務業務相關資訊。,288220220620M001.pdf,288220220620E001.pdf,http://www.ir-cloud.com/taiwan/2882/irwebsite_c/index.php, ,無
32,572,2022-06-21,11:00,線上會議,本公司受邀參加UBS Taiwan Virtual Conference 2022，說明本公司營運概況。,232820220620M002.pdf,232820220620E002.pdf,https://www.panpi.com.tw/tw/investor_service/corporate_governance/investor_meeting, ,無
33,660,2022-06-21,10:50,線上法說會,本公司受邀參加群益金鼎證券舉辦之線上論壇,810320220621M001.PDF,810320220621E001.pdf,https://www.cvilux-group.com/zh-cht/investors/invest, ,無
34,221,2022-06-21,09:30,線上會議,本公司受邀參加群益金鼎證券舉辦之線上論壇，說明本公司營運概況．,659820220621M001.pdf,659820220621E001.pdf,無, ,無．
35,14,2022-06-21,09:00,線上法說會,本公司應瑞銀證券之邀參加線上法說會，報告本公司截至111年第一季度之營運與財務概況。,121620220512M001.pdf,121620220512E001.pdf,https://www.uni-president.com.tw/invest/index.html, ,會議簡報依規定揭露於「公開資訊觀測站」。
36,413,2022-06-21,09:00,線上會議,本公司將受邀參加瑞銀證券所舉辦之UBS Taiwan Virtual Conference 2022，會中就本公司111年第一季之財務數字、經營績效等資訊做相關說明。,239520220504M001.pdf,239520220504E001.pdf,https://www.advantech.tw/investor/events, ,無
37,711,2022-06-21,09:00,線上法說會,"本公司受邀參加 UBS Securities 主辦之
線上法說會UBS Taiwan Virtual Conference 2022",247420220510M001.pdf,247420220510E001.pdf,無, ,無
38,606,2022-06-21,09:00,線上說明會。,"本公司受邀參加UBS舉辦之Taiwan Virtual Conference 
2022線上說明會，會中就本公司已公開發布之財務數
字、經營績效等相關資訊作說明。",303720220503M001.pdf,303720220503E001.pdf,http://www.unimicron.com/, ,無。
39,1222,2022-06-21,09:00,線上法說會,本公司受邀參加由瑞銀證券舉辦UBS Taiwan Virtual Conference 2022 活動,530620220524M001.pdf,530620220524E001.pdf,無, ,無
40,529,2022-06-20,16:00,線上會議。,公司受邀參加UBS舉辦之「UBS Taiwan Virtual Conference 2022」。,243920220429M001.pdf,243920220429E001.pdf,https://www.merry.com.tw/page/investor/seminar.aspx, ,無。
41,702,2022-06-20,14:00,電話會議,本公司受邀參加瑞銀證券舉辦之UBS Taiwan Virtual Conference 2022，向投資人說明本公司2022年第1季之營運概況。,236020220428M001.pdf,236020220428E001.pdf,http://www.chromaate.com, ,無
42,669,2022-06-20,14:00,線上法說會,本公司受邀參加國票證券於111年6月20日舉辦之線上法人座談會，向投資人說明111年第1季營業成果及未來營運展望。,303620220509M001.pdf,303620220509E001.pdf,https://www.wtmec.com/WT/?page_id=2016, ,無。
43,1230,2022-06-20,14:00,Webex線上法人說明會,向法人說明產業狀況與本公司經營績效,658520220620M001.pdf,658520220620E001.pdf,無, ,無
44,360,2022-06-20,11:00,電話會議,無。,371120220428M001.pdf,371120220428E001.pdf,https://ir.aseglobal.com/c/index.php, ,簡報檔內容與111年04月28日召開之法人說明會相同。
45,873,2022-06-20,10:00,線上,本公司將於111年06月20日參加UBS舉辦之投資人說明會(Taiwan Virtual Conference 2022),289120220518M001.pdf,289120220518E001.pdf,http://ir.ctbcholding.com/c/events.php, ,無
46,363,2022-06-20,10:00,線上機構投資人說明會,本公司111/6/20受邀參加瑞銀證券舉辦之「Taiwan Virtual Conference 2022」，會中就本公司5/6法說會已公開之財務數字、經營績效等相關資訊進行說明。,496120220506M001.pdf,496120220506E001.pdf,https://www.fitipower.com/investment.asp?id=12, ,無
47,1269,2022-06-20,10:00,線上電話會議,本公司受邀參加UBS Taiwan Virtual Conference 2022,992120220615M001.pdf,992120220615E001.pdf,https://www.giantgroup-cycling.com/ir-shareholderconference, ,無
48,315,2022-06-20,09:00,電話會議,本公司受邀參加瑞銀證券舉辦之法人說明會「 Taiwan Virtual Conference 2022」。,230320220427M001.pdf,230320220427E001.pdf,http://www.umc.com, ,無
49,859,2022-06-20 至 -06-21,09:00,採線上法人說明會,本公司受邀參加UBS主辦之線上法說會，說明本公司之營運概況、財務及業務相關資訊,288320220601M001.pdf,288320220601E001.pdf,無, ,無
50,375,2022-06-20 至 -06-22,08:00,線上法說會,本公司受邀參加UBS所舉辦之線上法說會，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。,641520220513M001.pdf,641520220513E001.pdf,https://www.silergy.com/, ,無。
51,648,2022-06-17,13:30,線上法說會,公告本公司受邀參加合作金庫證券舉辦之線上法人座談會,622420220617M001.pdf,622420220617E001.pdf,https://www.pttc.com.tw/investor_conference.aspx, ,無
52,434,2022-06-16,15:45,線上會議,本公司受邀參加元富「2022年Q2元富台股企業日」,351520220616M001.pdf,351520220616E001.pdf,https://www.asrock.com/general/investor.tw.asp?cat=Finance, ,無
53,218,2022-06-16,15:30,線上投資論壇,本公司受邀參加凱基證券所舉辦之線上論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。,649120220510M003.pdf,649120220510E003.pdf,https://www.pegavision.com/tw/investor3_page03.php, ,無
54,1265,2022-06-16,15:20,線上法說會,本公司受邀參加凱基證券舉辦之2022年第二季線上投資論壇，說明本公司經營績效與營運展望。,991120220615M001.pdf,991120220615E001.pdf,https://www.sakura.com.tw/company/finance, ,無。
55,397,2022-06-16,14:45,線上會議,本公司受券商邀請，參加其舉辦之線上法人說明會，報告公司簡介與營運現況,230120220419M001.pdf,230120220419E001.pdf,https://www.liteon.com/zh-tw/investor/financialreports/10, ,無
56,209,2022-06-16,14:30,線上法人說明會,本公司受邀參加元富證券於111年06月16日舉辦之「2022年台股企業日」，說明111年第一季之財務、營運成果及公司未來展望。,413720220526M001.pdf,413720220526E001.pdf,http://www.chlitinaholding.com/, ,完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。
57,169,2022-06-16,14:00,線上法人說明會,主要向投資人說明本公司營運概況、財務及業務狀況,172320220613M001.pdf,172320220613E001.pdf,http://www.cscc.com.tw/fin_brief.htm, ,本次採Cisco Webex視訊會議，報名請洽sylvia.lin@kgi.com
58,389,2022-06-16,14:00,線上法說會,本公司受邀參加6/16 (四)元富 6 月台股企業日論壇活動,801620220615M001.pdf,801620220615E001.pdf,https://www.sitronix.com.tw/tw/investor-relations/conference/, ,無
59,620,2022-06-16,09:40,線上法說會,本公司受邀參加凱基證券舉辦之KGI線上投資論壇，說明本公司之營運概況、財務及業務相關資訊。,353320220615M001.pdf,353320220615E001.pdf,無, ,無
60,578,2022-06-15,15:45,線上會議,公告本公司參加元富證券舉辦之2022年6月台股企業日，會中向投資人說明本公司業務概況及未來前景,238520220509M001.pdf,238520220509E001.pdf,http://www.chicony.com.tw/, ,無
61,192,2022-06-15,14:30,線上法說會,本公司受邀參加台新證券舉辦之線上法人說明會，說明公司業務及營運概況。,173320220615M001.pdf,173320220615E001.pdf,https://www.apexbio.com.tw, ,無。
62,456,2022-06-15,14:30,線上法說會,本公司受邀參加元富證券主辦之線上法說會,821020220615M001.pdf,821020220615E001.pdf,http://www.chenbro.com, ,無
63,705,2022-06-14,14:30,線上法說會,受邀參加宏遠證券舉辦線上法人說明會，會中將說明公司財務及業務相關資訊,240420220614M001.pdf,240420220614E001.pdf,http://www.uisco.com.tw, ,相關資訊將依規定揭露於公開資訊觀測站
64,910,2022-06-14,14:00,高雄市鹽埕區大義街56號,說明本公司111年第一季營運概況,993120220614M001.doc,993120220614E001.docx,http://www.hkgas.com.tw,"
影音資訊網址：
https://youtu.be/aXe0ooVoOho

",無
65,566,2022-06-10,14:30,線上法說會,本公司受邀參加永豐金證券舉辦之「2022年第二季線上論壇」，說明本公司之營運概況。,158220220610M001.pdf,158220220610E001.pdf,http://www.syncmold.com.tw/syncmold-2018/item_yearly_2018.html, ,無
66,348,2022-06-10,14:00,線上法說會,"本公司受邀參加福邦證券舉辦之線上法說會,會中公布本公司2022年第一季營運成果",341320220610M001.pdf,341320220610E001.pdf,http://www.foxsemicon.com.tw, ,無
67,799,2022-06-10,13:30,線上法人說明會,本公司受邀參加中國信託證券舉辦之【2022年第二季前瞻論壇】，會中說明本公司營運概況。,261020220610M001.pdf,261020220610E001.pdf,https://www.china-airlines.com/tw/zh/investor-relations/index, ,無
68,105,2022-06-10,10:00,線上法說會,本公司受邀參加第一金證券舉辦之線上法人說明會。,152720220609M001.pdf,152720220609E001.pdf,https://www.basso.com.tw/zh-tw/a3-1733/%E6%B3%95%E8%AA%AA%E6%9C%83.html, ,無
69,676,2022-06-09,15:40,線上法人說明會,本公司將參加國泰證券所舉辦之「國泰證券第二季產業論壇」，會中就本公司5/17法說會已公開發佈之財務數字、經營績效等相關資訊做說明。,370220220517M001.pdf,370220220517E001.pdf,https://www.wpgholdings.com/, ,無
70,318,2022-06-09 至 -06-10,13:30,線上法人說明會,本公司受邀參加元富證券與櫃買中心共同舉辦之「MasterLink x TPEx Taiwan Technology Day」，會中就本公司已公開資訊做說明。,233720220426M001.pdf,233720220426E001.pdf,https://www.macronix.com/zh-tw/about/investor-relations/Pages/quarterly-results.aspx, ,無
71,326,2022-06-09 至 -06-21,09:00,線上法說會,公告本公司111年06月09日參加野村(Nomura)證券舉辦之Nomura Investment Forum Asia 2022英文線上論壇，及111年06月21日參加瑞銀(UBS)證券舉辦之Taiwan Virtual Conference 2022英文線上論壇，會中就公司營運及產業概況向投資機構做說明。,237920220520M001.pdf,237920220520E001.pdf,無, ,無
72,453,2022-06-09 至 -06-15,08:30,線上法說會,本公司受邀參加花旗證券與瑞士信貸於111年6月9日至15日舉辦之線上法人說明會。,666920220503M001.pdf,666920220503E001.pdf,https://www.wiwynn.com/zh-hant/investors/shareholder-services/#investor-meetings, ,無
73,53,2022-06-08,14:00,視訊會議,"本公司受邀參加由花旗證券於2022/6/8舉辦之Pan-Asia Regional Investor Conference，
說明2022年度第一季度營運與財務概況",140220220607M001.pdf,140220220607E001.pdf,http://www.fenc.com/, ,法說會資料已揭露於公開資訊觀測站之法說會專區
74,139,2022-06-08,14:00,Webex線上會議,本公司受邀參加富邦證券舉辦之線上法人說明會,528820220608M001.pdf,528820220608E001.pdf,http://www.eurocharm.com.tw/, ,無
75,490,2022-06-07,14:00,線上法人座談會,本公司受邀參加凱基證券舉辦線上法人座談會,357620220606M001.pdf,357620220606E001.pdf,無, ,無
76,868,2022-06-06,14:00,線上法人說明會,本公司受邀參加國泰證券舉辦之線上法人說明會，說明新光金控及子公司111年第一季財務、業務相關資訊。,288820220602M001.pdf,288820220602E001.pdf,https://www.skfh.com.tw/, ,無
77,21,2022-06-02,14:00,線上法說會,本公司受邀參加永豐金證券產業投資線上論壇，會中就本公司已公開發佈之財務及業務等相關資訊做說明。,122920220602M001.pdf,122920220602E001.pdf,https://www.lhicholdings.com/investors/3news/Investor-Conference/, ,無
78,352,2022-06-02,14:00,線上法說會,本公司受邀參加由日盛證券舉辦之線上法說會，將於會中說明本公司近期營運概況。,353220220601M001.pdf,353220220601E001.pdf,https://www.fstech.com.tw/, ,無
79,610,2022-06-01,14:00,線上法說會,本公司受邀參加國票綜合證券111年6月1日舉辦之線上法人說明會。,309020220601M001.ppt,309020220601E001.ppt,無, ,報名連結：https://www.surveycake.com/s/kYDvp。
80,90,2022-06-30,09:30,線上法說會,介紹本公司之營運概況及經營策略等財務業務相關資料,147720220512M001.pdf,147720220512E001.pdf,http://www.twse.com.tw, ,無
81,808,2022-06-29,14:30,線上法人說明會,本公司受邀參加國泰證券舉辦之線上法人說明會，將由公司經營團隊說明市場概況、經營實績與財務狀況。,263420220628M002.pdf,263420220628E002.pdf,http://www.aidc.com.tw/tw/investor/conference, ,無。
82,607,2022-06-29,14:30,線上會議,本公司受邀參加統一證券舉辦之線上法人說明會,304220220627M001.pdf,304220220627E001.pdf,http://www.txccorp.com/index_tw.php?action=e_company_1-1&cid=5&sid=11, ,無
83,754,2022-06-29,14:00,(線上法說會),本公司受邀參加統一綜合證券企業法人部舉辦之線上法人說明會，說明本公司營運概況。,251520220628M001.pdf,251520220628E001.pdf,http://www.bes.com.tw,"
影音資訊網址：
http://irconference.twse.com.tw/2515_6_20220629_ch.mp4

",相關資訊依規定揭露於「公開資訊觀測站」及公司網站。
84,601,2022-06-29,14:00,線上法說會,本公司受邀參加台新證券所舉辦之線上法說會，會中介紹公司之營運與展望,301520220628M001.pdf,301520220628E001.pdf,https://www.fsp-group.com/tw/ShareholderMeeting.html,"
同步收看網址
：
https://tssco.webex.com/join/jbak

",無
85,645,2022-06-29,14:00,線上法說會,說明本公司營運概況及財務業務資訊。,619720220629M001.pdf,619720220629E001.pdf,無,"
同步收看網址
：
http://www.zucast.com/webcast/Nf9mG9f9

影音資訊網址：
https://mzcan-pdf2mp4.s3.amazonaws.com/output/Nf9mG9f9/Nf9mG9f9.mp4

",無
86,585,2022-06-28,14:00,線上法說會,本公司受邀參加國泰綜合證券舉辦之線上法人說明會，說明本公司2022年第一季營運狀況及未來展望。,242820220628M001.pdf,242820220628E001.pdf,https://www.thinking.com.tw, ,無
87,881,2022-06-28,14:00,線上法人說明會,本公司111年第一季財務業務相關資訊說明,600520220628M001.pdf,600520220628E001.pdf,http://www.capital.com.tw/Capitalgroup/stockholder/default.asp,"
影音資訊網址：
http://irconference.twse.com.tw/6005_26_20220628_ch.mp4

",欲參加者請洽李小姐(02)8789-8888 分機7065
88,457,2022-06-28,14:00,台北市信義區信義路五段7號1樓(證交所資訊展示中心),公司簡介及營運概況等說明,991220220627M001.pdf,991220220627E001.pdf,https://www.agneovo.com/tw/corporate-governance/corporate-briefing-session,"
影音資訊網址：
https://webpro.twse.com.tw/webportal/vod/101/9913876F2E17-18326F24-F6B3-11EC-8D93/?categoryId=101

",無
89,62,2022-06-27,14:00,線上法說會,本公司受邀參加華南永昌證券舉辦之法人說明會，說明本公司之營運概況。,143420220624M001.pdf,143420220624E001.pdf,http://www.ftc.com.tw/newftc/legal.php, ,報名請洽華南永昌 李小姐02-25456888#8967 Email:7015@entrust.com.tw
90,438,2022-06-24,15:00,福邦證券(台北市忠孝西路一段6號7樓B會議室),本公司營運狀況及未來展望說明,371220220624M001.pdf,371220220624E001.pdf,http://www.fit-holding.com/, ,無
91,790,2022-06-24,14:30,線上法說會(統一證券主辦),公司簡介與營運概況說明,990620220622M001.pdf,990620220622E001.pdf,http://www.hsinbaba.com.tw/engpdf2/280.pdf, ,報名請洽統一證券02-27478266(張小姐分機3003)
92,160,2022-06-24,14:00,視訊會議,說明公司營運情形，相關訊息請參閱本公司網站。,171020220623M001.pdf,171020220623E001.pdf,https://www.oucc.com.tw/investor-77-page100, ,無
93,579,2022-06-24,14:00,福邦證券（台北市忠孝西路一段6號7樓B會議室),本公司營運狀況及未來展望說明,239220220624M001.pdf,239220220624E001.pdf,https://www.foxlink.com/, ,無
94,181,2022-06-24,14:00,線上法人說明會。,向法人說明本公司營運概況。,473920220623M001.pdf,473920220623E001.pdf,https://www.coremaxcorp.com/zh-tw/investor-conference, ,相關營運概況資訊請至公開資訊觀測站之法人說明會一覽表或法人說明會項下查閱。
95,905,2022-06-23,15:00,線上法人座談會,本公司受匯豐證券之邀參加線上法人座談會，說明近期營運概況。,650520220617M001.pdf,650520220617E001.pdf,http://www.fpcc.com.tw/tw/ir/material-information, ,無
96,822,2022-06-23,14:30,"台南市中西區中山路88號3樓
(統一綜合證券股份有限公司)","本公司受邀參加統一證券股份有限公司舉辦「統一證券國際法人部邀請舉辦法人說明會」，
其主要內容為本公司營運概況說明。",272220220622M001.pdf,272220220622E001.pdf,https://www.chateau-hotels.com.tw/investors/calendar.php, ,無
97,256,2022-06-23,14:00,線上法人說明會,本公司受邀參加凱基證券於111年6月23日舉辦之線上法人說明會，說明公司簡介與營運狀況說明。,203020220623M001.pdf,203020220623E001.pdf,http://www.froch.com/TCHI/Investor_Service.php, ,無
98,666,2022-06-22 至 -06-27,16:00,英國倫敦及愛丁堡各機構投資人辦公室,本公司應CorpXAsia之邀請，參與其於英國舉辦之法人說明會，就公司已公開之財務業務資訊做說明。,301020220622M001.pdf,301020220622E001.pdf,https://www.wahlee.com, ,無
99,405,2022-06-22,14:30,WebEx線上會議(報名取得會議連結),本公司受邀參加統一證券舉辦之線上法人說明會，說明本公司財務及營運概況,236220220622M001.pdf,236220220622E001.pdf,https://www.clevo.com.tw, ,無
100,829,2022-06-22,14:30,台灣證券交易所,本公司自辦法人說明會，就本公司已公開發佈之近期財務數字及營運成果等相關資訊做說明,570620220622M001.pdf,570620220622E001.pdf,http://holder.travel.com.tw,"
同步收看網址
：
https://webpro.twse.com.tw/webportal/?liveChannelId=1

影音資訊網址：
https://webpro.twse.com.tw/webportal/vod/101/9913876F2E17-F822A881-F202-11EC-8D93/?categoryId=101

",完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。
101,120,2022-06-22,14:00,線上法說會,本公司受邀參加永豐金證券舉辦之『2022 Q2產業投資線上論壇』,158920220621M002.pdf,158920220621E002.pdf,http://www.ygget.com/content/tw/491.aspx, ,無。
102,309,2022-06-22,10:00,線上法說會,"本公司受邀參加大和國泰證券舉辦之線上法人說明會，
說明本公司營運概況。",455120220510M001.pdf,455120220510E001.pdf,無, ,無
103,861,2022-06-21,16:00,線上,2022年第1季財業務資訊,288420220616M001.pdf,288420220616E001.pdf,https://www.esunfhc.com/zh-tw/investor-relations/ir-events/investor-conference, ,無
104,403,2022-06-21,15:00,線上會議,說明本公司營運概況,235620220513M003.pdf,235620220513E003.pdf,https://www.inventec.com, ,無
105,577,2022-06-21,14:00,電話會議,本公司受邀參加瑞銀證券舉辦之「Taiwan Virtual Conference 2022」,238320220506M001.pdf,238320220506E001.pdf,http://www.emctw.com, ,無
106,795,2022-06-21,14:00,本次為線上舉辦,本公司受邀參加群益金鼎證券舉辦之線上投資論壇,260620220620M001.pdf,260620220620E001.pdf,http://www.uming.com.tw/investors/Financial.aspx?ID=INC0001, ,法說會資料揭露於公開資訊觀測站之法說會專區
107,349,2022-06-21,14:00,線上法說會,本公司受邀參加瑞銀證券所舉辦之「UBS Taiwan Virtual Conference 2022」線上投資論壇,344320220516M003.pdf,344320220516E003.pdf,https://www.guc-asic.com/tw/investor-financials-quarterly.php, ,無
108,1223,2022-06-21,14:00,線上,報告公司財務業務狀況及經營績效,587120220512M002.pdf,587120220512E002.pdf,https://www.chaileaseholding.com/InvestorRelations/InvestorArea, ,無
109,450,2022-06-21,14:00,線上會議,本公司受邀參加瑞銀證券舉辦之「UBS Taiwan Virtual Conference 2022」，說明公司營運現況、產業現況及發展方向。,641420220621M001.pdf,641420220621E001.pdf,https://www.ennoconn.com/zh-tw/ir-calendar/, ,無
110,631,2022-06-21,13:00,線上會議,本公司受邀參加 UBS Taiwan Virtual Conference 2022,491520220613M001.pdf,491520220613E001.pdf,https://www.primax.com.tw/investors/ir-activity/investor-meetings, ,無
111,537,2022-06-21,11:00,電話會議,說明111年第一季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。,304520220506M001.pdf,304520220506E001.pdf,https://www.taiwanmobile.com/index.html, ,無
112,603,2022-06-21,10:00,線上會議,公告本公司受邀參加UBS所舉辦Taiwan Virtual Conference 2022,302320220517M001.pdf,302320220517E001.pdf,https://www.sinbon.com/tw/investor-relations/dividend-capital/, ,無
113,1259,2022-06-21,09:30,線上法人說明會,受邀參加群益證券舉辦之線上法人說明會，就本公司財務及業務相關資訊做說明。,980220220620M001.pdf,980220220620E001.pdf,https://www.fulgentsun.com/investors05_1.asp, ,無。
114,121,2022-06-21,09:00,線上法說會,公司簡介與營運狀況說明,159020220510M002.pdf,159020220510E002.pdf,https://as-tw.airtac.com/about.aspx?c_kind=5&c_kind2=134&c_kind3=311, ,受邀參加瑞銀證券舉辦之線上法說會「Taiwan Virtual Conference 2022」。
115,333,2022-06-21,09:00,線上法說會,本公司111年06月21日受邀參加瑞銀證券舉辦的UBS Taiwan Virtual Conference 2022，簡報資料請參閱公開資訊觀測站。,244920220516M001.pdf,244920220516E001.pdf,無, ,無
116,852,2022-06-21,09:00,電話會議,討論富邦金控財務業務相關資訊,288120220520M001.pdf,288120220520E001.pdf,https://fubon.irpro.co/tw/event.php, ,無
